ab,about,17,0.56666666,above,9,0.3,able,3,0.1
go,going,15,0.36585367,good,9,0.2195122,got,6,0.14634146
the,they,113,0.41240877,them,50,0.18248175,there,46,0.16788322
mer,merry,36,0.94736844,merely,1,0.02631579,merrily,1,0.02631579
fro,frodo,27,0.4909091,from,24,0.43636364,front,4,0.07272727
gr,great,13,0.1969697,ground,12,0.18181819,grass,10,0.15151516
gol,goldberry,3,0.6,golden,2,0.4
sam,
